imagen,pregunta,opcion_a,opcion_b,opcion_c,respuesta_correcta
https://revista.dgt.es/Galerias/test/N-264/Test-264-P02.jpg,2. ¿Para qué sirve el carril de deceleración?,A.Para que circulen los vehículos lentos.,B.Para adelantar por la derecha.,C.Para reducir la velocidad al salir de una autopista.,C
https://revista.dgt.es/Galerias/test/N-264/Test-264-P03.jpg,"3. En una vía interurbana insuficientemente iluminada, un turismo circula a menos de 40 km/h; ¿puede circular utilizando solo la luz de posición y la de corto alcance?","A.Sí, aunque puede encender la de largo alcance si no deslumbra a otros usuarios.",B.No; es obligatorio que circule con la luz de largo alcance encendida.,C.Solo cuando circule por una travesía.,A
https://revista.dgt.es/Galerias/test/N-264/Test-264-P04.jpg,"4. Las marcas blancas y rojas de la calzada, ¿qué indican?",A.Una zona reservada para la salida de competiciones de coches.,B.Una zona reservada para el estacionamiento de camiones.,"C.Una zona reservada para frenado de emergencia, donde no se puede parar ni estacionar.",C
https://revista.dgt.es/Galerias/test/N-264/Test-264-P05.jpg,5. ¿Es recomendable tener especial cuidado al adelantar a un grupo de ciclistas en los ascensos prolongados?,A.No; los adelantamientos a ciclistas no implican riesgo alguno.,B.Solo si algún ciclista va bebiendo algún líquido o tomando alimentos sólidos.,"C.Sí, porque debido al esfuerzo y pedaleo pueden realizar cambios bruscos de trayectoria.",C
https://revista.dgt.es/Galerias/test/N-264/Test-264-P06.jpg,6. Un agente circula en una moto portando una bandera verde; ¿qué indica?,"A.La calzada está abierta, pero hay que extremar la atención.",B.La calzada queda de nuevo abierta al tráfico a partir de su paso.,C.Se está desarrollando en la calzada una actividad deportiva.,B
https://revista.dgt.es/Galerias/test/N-264/Test-264-P07.jpg,"7. En general, bajo los efectos de la cocaína...",A.aumenta la capacidad de concentración del conductor.,B.disminuye la capacidad de concentración del conductor.,C.se percibe mejor el entorno y se toman decisiones más seguras.,B
https://revista.dgt.es/Galerias/test/N-264/Test-264-P08.jpg,"8. Cuando la carga sobresale de un vehículo, ¿es obligatorio señalizarla con el panel de la imagen?","A.No, excepto para los vehículos destinados al transporte de mercancías.",B.Solo es obligatorio si la carga sobresale por la parte trasera.,"C.Sí, para todo tipo de vehículos, pero solo cuando la carga sea indivisible.",B
https://revista.dgt.es/Galerias/test/N-264/Test-264-P09.jpg,"9. Buscar una emisora de radio o manipular el reproductor de música, ¿pueden distraer al conductor?",A.No.,B.Solo si las emisoras de radio no están guardadas en memoria.,"C.Sí, aumentando el riesgo de accidente.",C
https://revista.dgt.es/Galerias/test/N-264/Test-264-P10.jpg,"10. En una vía urbana con un carril en cada sentido, deberá circular...",A.lo más cerca posible del borde derecho de la calzada.,B.por la zona que mejor convenga.,"C.por el centro de la calzada, en tramos rectos.",A
https://revista.dgt.es/Galerias/test/N-264/Test-264-P11ESP.jpg,"11. Un conductor circula por una calzada muy mojada; si para frenar necesita pisar a fondo el pedal de freno, ¿a qué puede ser debido, principalmente?",A.A un fallo del sistema de frenos.,B.A que el sistema ABS necesita una revisión.,C.Al enfriamiento excesivo de los discos de freno.,A
https://revista.dgt.es/Galerias/test/N-264/Test-264-P12.jpg,"12. Esta marca transversal continua, ¿está permitido franquearla sin detenerse antes?","A.No, nunca.","B.Sí, cuando haya peatones.","C.Sí, cuando no sea obligatoria la detención.",C
https://revista.dgt.es/Galerias/test/N-264/Test-264-P13.jpg,"13. Normalmente, ¿qué ocurre cuando un conductor sufre una distracción al volante?",A.Enciende las luces de emergencia o pisa el pedal de freno reiteradamente.,B.Pisa el pedal de freno en lugar del acelerador.,C.Tarda más tiempo en reaccionar ante una situación de riesgo.,C
https://revista.dgt.es/Galerias/test/N-264/Test-264-P14.jpg,"14. En una vía con un carril para cada sentido de la marcha, ¿está permitido que un conductor adelante a varios vehículos a la vez?","A.No, en ningún caso.",B.Solo si puede volver a la derecha sin causar peligro en caso de encontrar vehículos de frente.,"C.Sí, siempre que adelante a vehículos de grandes dimensiones.",B
https://revista.dgt.es/Galerias/test/N-264/Test-264-P15.jpg,"15. Un peatón, ¿puede estar obligado a realizar una prueba de alcoholemia?","A.Sí, cuando esté implicado directamente como posible responsable de un accidente.","B.Sí, en un control preventivo de alcoholemia.","C.No, en ningún caso.",A
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P01-250x226.jpg,"1. Si un conductor se encuentra esta señal, debe saber que en la próxima intersección...",A.tiene prioridad sobre los vehículos que se acerquen tanto por la derecha como por la izquierda.,B.se aplica la regla general de prioridad de paso.,C.debe ceder el paso a los vehículos que se acerquen tanto por la derecha como por la izquierda.,b
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P02-250x226.jpg.jpg,2. En un viaje largo es aconsejable descansar...,A.siempre que se encuentre un área de descanso.,B.cada 2 horas aproximadamente.,C.cada 5 horas aproximadamente.,b
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P03-250x226.jpg,"3. La señal de velocidad máxima pintada sobre un carril, ¿qué indica?",A.Prohibido circular a más de 60 kilómetros por hora en todos los carriles.,B.Prohibido circular a más de 60 kilómetros por hora en ese carril.,C.Prohibido circular a más de 60 kilómetros por hora para los vehículos que van a girar a la derecha.,b
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P04-250x226.jpg,4. El conductor de un vehículo de distribución de mercancías ¿cuándo podrá circular por vía urbana sin utilizar el cinturón de seguridad?,"A.En trayectos cortos, cuando realice sucesivas operaciones de carga y descarga.",B.En todo momento; en poblado no tiene obligación de utilizar el cinturón de seguridad.,C.En ningún caso; siempre debe utilizar el cinturón de seguridad.,a
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P05-250x226.jpg,"5. Si un vehículo estacionado se incorpora a la circulación, ¿tiene prioridad para realizar la maniobra?","A.Sí, en cualquier caso.","B.Sí, si lo ha señalizado previamente.",C.No.,c
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P06-250x226.jpg,6. Esta señal indica la situación de un lugar donde se puede...,A.estacionar el vehículo cuando está averiado.,B.realizar una parada para descansar.,C.apartar el vehículo en un túnel para dejar libre el paso.,c
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P07-250x226.jpg,7. ¿Cómo se llama la distancia que recorre un vehículo desde que el conductor percibe un estímulo hasta que se responde al mismo?,A.Distancia de frenado.,B.Distancia de reacción.,C.Distancia de detención.,b
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P08-250x226.jpg,"8. ¿Cuál es, como norma general, la velocidad máxima a la que le está permitido circular a un turismo por una carretera convencional?",A.80 km/h.,B.100 km/h.,C.90 km/h.,c
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P09-250x226.jpg,"9. Dos vehículos del mismo tipo se encuentran justo en la mitad de este estrechamiento, en el que la prioridad no está señalizada. ¿Cuál de ellos tendrá preferencia de paso?",A.El vehículo que tenga que dar marcha atrás una menor distancia.,B.El vehículo que tenga que dar marcha atrás mayor distancia.,"C.El vehículo que tenga mayor longitud, anchura o masa máxima autorizada.",c
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P10-250x226.jpg,"10. Cuando no se puede circular hacia adelante ni cambiar de dirección o sentido de la marcha, ¿se permite circular marcha atrás?","A.Sí, pero solo con el recorrido mínimo indispensable.","B.Sí, pero el recorrido hacia atrás no puede ser superior a 15 metros ni se puede invadir un cruce de vías.",C.No.,a
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P11-250x226.jpg,"11. Si ha instalado en su vehículo neumáticos de invierno, ¿es conveniente sustituirlos cuando las temperaturas comiencen a ser más cálidas?","A.Sí, porque cuando la temperatura es más cálida se desgastan con más rapidez.","B.No, porque se adaptan progresivamente a los cambios de temperatura.","C.Sí, porque en tiempo cálido disminuye considerablemente la distancia de frenado.",a
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P12-250x226.jpg,"12. En una travesía, ¿está permitido circular con la luz de largo alcance encendida?",A.No.,"B.Sí, en travesías insuficientemente iluminadas.",C.Sólo si se circula a una velocidad superior a los 40 km/h.,a
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P13-250x226.jpg,13. ¿Está permitido que las motocicletas circulen por un carril reservado para vehículos con alta ocupación (VAO)?,A.No.,"B.Solo si lleva algún ocupante, además del conductor.",C.Sí.,c
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P14-250x226.jpg,14. El alcohol desaparece de la sangre...,"A.rápidamente, eliminándose por completo una hora después de su consumo.",B.inmediatamente después de su consumo a través del sudor y de la orina.,"C.muy lentamente, eliminándose por completo varias horas después de su consumo.",c
https://revista.dgt.es/Galerias/test/N-265-old/Test-265-P15-250x226.jpg,15. ¿Es seguro conducir después de haber consumido anfetaminas?,A.No.,"B.Sí, porque son relajantes y retrasan la aparición del sueño.",C.Solo si se consumen acompañadas de alguna bebida alcohólica.,a
https://revista.dgt.es/Galerias/test/N-266/Test-266-P01-250x226.jpg,"1. Los conductores de turismos, ¿están obligados a llevar en su vehículo una rueda de uso temporal y las herramientas indispensables para su cambio?","A.No, ya que puede sustituirse por un sistema alternativo que permita la movilidad.","B.Es obligatorio llevar una rueda de uso temporal, pero no las herramientas para su cambio.","C.Sí, es un repuesto obligatorio e insustituible que deben llevar todos los turismos.",A
https://revista.dgt.es/Galerias/test/N-266/Test-266-P02-250x226.jpg,"2. Los conductores, ¿pueden  llevar en los oídos cascos o auriculares conectados a un teléfono móvil mientras conducen?","A.No, excepto los conductores de bicicletas y los de vehículos de movilidad personal.","B.Sí, siempre que los auriculares sean inalámbricos.","C.No, está prohibido como norma general.",C
https://revista.dgt.es/Galerias/test/N-266/Test-266-P03-250x226.jpg,"3. Los accidentes de tráfico en los que el sueño es el principal factor de riesgo, ¿pueden suceder durante las horas diurnas?","A.Sí, especialmente entre las dos y las cuatro de la tarde.","B.Sí, aunque es un tipo de accidente que solo sufren los conductores profesionales.","C.No, solo suceden durante las horas nocturnas.",A
https://revista.dgt.es/Galerias/test/N-266/Test-266-P04-250x226.jpg,4. La obligación de dejar espacio suficiente para permitir el adelantamiento no será aplicable...,A.donde esté prohibido el adelantamiento.,B.en carreteras convencionales.,C.en vías con un único carril para cada sentido.,A
https://revista.dgt.es/Galerias/test/N-266/Test-266-P05-250x226.jpg,5. Los conductores de bicicletas tienen prioridad de paso respecto a los vehículos de motor...,A.en las zonas peatonales debidamente señalizadas.,B.en todas las intersecciones.,C.cuando circulen por un paso para ciclistas.,C
https://revista.dgt.es/Galerias/test/N-266/Test-266-P06-250x226_.jpg,6. ¿Qué debe llevar todo peatón que transite de noche por el arcén de una vía fuera de poblado?,A.Un catadióptrico amarillo que pueda verse a una distancia mínima de 50 metros.,B.Un teléfono móvil.,C.Un elemento luminoso o reflectante que sea visible a una distancia mínima de 150 metros.,C
https://revista.dgt.es/Galerias/test/N-266/Test-266-P07-250x226.jpg,"7. Consumir alcohol con el estómago lleno, ¿influye en la tasa de alcoholemia?","A.Sí; el alcohol se absorbe más lentamente, pero esto no evita el riesgo de accidente.","B.Sí; el alcohol se absorbe más rápidamente, por lo que la tasa de alcoholemia es mayor.",C.No; es un factor que no influye en la tasa de alcoholemia.,A
https://revista.dgt.es/Galerias/test/N-266/Test-266-P08-250x226.jpg,"8. Además de estar regulado a la altura idónea, ¿qué separación debe existir entre el reposacabezas y la cabeza para que sea eficaz?",A.La mínima posible y nunca superior a 4 centímetros.,B.La máxima posible y nunca inferior a 5 centímetros.,C.Superior a 10 centímetros.,A
https://revista.dgt.es/Galerias/test/N-266/Test-266-P09-250x226.jpg,"9. Como norma general, en una vía interurbana de doble sentido de la circulación está permitido parar fuera de la calzada...",A.en el lado izquierdo y dejando libre la parte transitable del arcén.,B.en el lado derecho y dejando libre la parte transitable del arcén.,C.en el lado derecho y sobre la parte transitable del arcén.,B
https://revista.dgt.es/Galerias/test/N-266/Test-266-P10-250x226.jpg,"10. Si un conductor novel presenta una tasa del alcohol en aire espirado de 0,20 miligramos por litro, el agente de tráfico, ¿le realizará una segunda prueba de alcoholemia?","A.No; para ello debe tener una tasa superior a 0,25 miligramos por litro.",B.Solo si está implicado directamente en un accidente de circulación.,"C.Sí, para una mayor garantía y a efectos de contraste.",C
https://revista.dgt.es/Galerias/test/N-266/Test-266-P11-250x226.jpg,"11. Circula con un turismo que arrastra un remolque de menos de 750 kg. de M.M.A. en el que transporta mercancías. En cuanto a la distribución de la carga, ¿debe tomar precauciones especiales?","A.Sí, la carga debe estar bien distribuida e ir bien sujeta para evitar que se desplace y pueda llegar a desestabilizar al vehículo.","B.No, salvo que supere la masa máxima autorizada del remolque.","C.Sí, debe situarse en la parte trasera del remolque para bajar el centro de gravedad y asegurar la estabilidad del vehículo.",A
https://revista.dgt.es/Galerias/test/N-266/Test-266-P12-250x226.jpg,"12. Si padece una alergia respiratoria, ¿es conveniente circular con las ventanas del vehículo abiertas?","A.Sí, para llevar bien ventilado el interior del vehículo.",B.Solo en primavera.,C.No.,C
https://revista.dgt.es/Galerias/test/N-266/Test-266-P13-250x226.jpg,13. ¿Es necesario revisar el funcionamiento del sistema de alumbrado de un vehículo?,A.Solo si el vehículo no lleva instaladas luces de xenón.,"B.No, no es necesario.",C.Sí; forma parte del mantenimiento preventivo.,C
https://revista.dgt.es/Galerias/test/N-266/Test-266-P14-250x226.jpg,"14. En vías interurbanas, ¿cuál es la infracción más habitual que cometen los peatones víctimas de atropello?",A.No respetar los semáforos.,B.Estar o marchar por la calzada de forma antirreglamentaria.,C.No obedecer las señales de los agentes.,B
https://revista.dgt.es/Galerias/test/N-267/Test-267-P01-250x226.jpg.jpg,"1. Cuando las indicaciones de un semáforo y una señal de balizamiento se contradicen, prevalece…","A.La señal de balizamiento, por orden de prioridad.",B.El semáforo.,C.La señal más restrictiva.,A
https://revista.dgt.es/Galerias/test/N-267/Test-267-P02-250x226.jpg,2. Al abandonar una autovía deberá…,A.Reducir la velocidad de 60 km/h.,B.Continuar por su carril hasta la salida.,C.Circular por el carril de deceleración lo antes posible.,C
https://revista.dgt.es/Galerias/test/N-267/Test-267-P03-250x226.jpg,"3. El freno de pie, ¿sobre qué ruedas actúa?",A.Sobre las ruedas delanteras.,B.Sobre las cuatro ruedas.,C.Sobre las ruedas motrices.,B
https://revista.dgt.es/Galerias/test/N-267/Test-267-P04-250x226.jpg,"4. En una autopista con tres carriles para el mismo sentido, normalmente, ¿cuál debe utilizar?",A.Cualquiera de ellos.,"B.El central o el derecho, indistintamente.",C.El derecho.,C
https://revista.dgt.es/Galerias/test/N-267/Test-267-P05-250x226.jpg,5. Quiere girar a la derecha. ¿Cómo debe avisar a los demás conductores?,A.Con las luces o con el claxon,B.Con el intermitente o con el brazo,C.Con el brazo o con el claxon.,B
https://revista.dgt.es/Galerias/test/N-267/Test-267-P06-250x226.jpg,"6. La lluvia, ¿afecta  al agarre de las ruedas del vehículo a la calzada?","A.No, el agarre es el mismo que cuando la calzada está seca.","B.Sí, se agarran más a la calzada.","C.Sí, se agarran menos.",C
https://revista.dgt.es/Galerias/test/N-267/Test-267-P07-250x226.jpg,7. La señal a la izquierda de la fotografía indica que tienen prohibido adelantar…,A.los turismos.,B.los turismos y los camiones de menos de 3.500 kg.,C.los camiones de más de 3.500 kg.,C
https://revista.dgt.es/Galerias/test/N-267/Test-267-P08-250x226.jpg,"8. Las señales azules, ¿qué indican?",A.Que la autopista se termina.,B.Que la autopista es de peaje.,C.Los carriles para ir a otras carreteras o poblaciones.,C
https://revista.dgt.es/Galerias/test/N-267/Test-267-P09-250x226.jpg,"9. ¿Qué debe hacer un peatón si, cuando va a cruzar una vía, se encuentra de frente a un agente con el brazo levantado verticalmente?",A.Detenerse.,B.Cruzar. Las señales de los agentes sólo obligan a los conductores de vehículos.,"C.Detenerse, excepto si un semáforo le da preferencia de paso, en cuyo caso debe cruzar.",A
https://revista.dgt.es/Galerias/test/N-267/Test-267-P10-250x226.jpg,"10. De los siguientes, ¿cuál es un síntoma característico de la aparición de la fatiga durante la conducción?",A.Se distingue mejor la información relevante de la irrelevante.,B.La disminución en el número de correcciones de la dirección,C.El incremento de la agudeza visual.,B
https://revista.dgt.es/Galerias/test/N-267/Test-267-P11-250x226.jpg,"11. Tras la exposición prolongada de un vehículo a altas temperaturas y al calor, ¿es conveniente revisar si sus faros y pilotos han sufrido algún deterioro?","A.Sí, para comprobar de forma visual su estado y capacidad de iluminación.","B.No, ya que el acabado de los faros está hecho de un material que soporta todo tipo de factores sin deteriorarse.","C.Sí, salvo en los vehículos de poca antigüedad.",A
https://revista.dgt.es/Galerias/test/N-267/Test-267-P12-250x226.jpg,12. La tasa de alcoholemia en sangre más segura para circular es…,"A.0,0 gramos por litro.","B.0,5 gramos por litro.","C.0,3 gramos por litro.",A
https://revista.dgt.es/Galerias/test/N-267/Test-267-P13-250x226.jpg,"13. Sobrevalorar su capacidad de conducción o una menor percepción del riesgo son conductas que, en general, hacen que los conductores jóvenes…",A.tengan menos probabilidad de sufrir un accidente.,B.tengan más probabilidad de sufrir un accidente,C.sean más prudentes al volante,B
https://revista.dgt.es/Galerias/test/N-267/Test-267-P14-250x226.jpg,14. ¿Está permitido que los  vehículos prioritarios en servicio de urgencia utilicen únicamente la señal luminosa?,"A.Sí, cuando no suponga un peligro para los demás usuarios.","B.No, tienen que utilizar simultáneamente la señal luminosa y la acústica",C.Sólo en vías urbanas; en vías interurbanas deben usar siempre la señal acústica,A
https://revista.dgt.es/Galerias/test/N-268/Test-268-P01-250x226.jpg,1. ¿Qué indica esta señal?,A.Proximidad a un cruce con una línea de tranvía.,"B.La cercanía de un paso a nivel, puente móvil o muelle.",C.La cercanía de un paso a nivel al lado derecho.,B
https://revista.dgt.es/Galerias/test/N-268/Test-268-P02-250x226.jpg,"2. En idénticas situaciones de tráfico, el tiempo de reacción…",A.puede variar en función del estado psicofísico del conductor.,"B.es siempre el mismo, no influye el estado psicofísico del conductor.",C.es el mismo para todos los conductores.,A
https://revista.dgt.es/Galerias/test/N-268/Test-268-P03-250x226.jpg,"3. El color del casco de protección de un motorista, ¿puede influir en su seguridad?",A.No.,B.Sí; los de colores claros o brillantes hacen más visible al motorista.,C.Sí; los de colores oscuros absorben mejor los impactos.,B
https://revista.dgt.es/Galerias/test/N-268/Test-268-P04-250x226.jpg,4. La señal que se observa en la fotografía prohíbe…,A.cambiar el sentido de la marcha y girar a la izquierda.,B.girar a la izquierda.,C.cambiar el sentido de la marcha.,C
https://revista.dgt.es/Galerias/test/N-268/Test-268-P05-250x226.jpg,"5. Antes de abrir las puertas para bajar de un vehículo, debe cerciorarse siempre de que…",A.no se ocasiona peligro a otros usuarios.,B.las luces de emergencia del vehículo están encendidas.,C.se ha puesto el chaleco reflectante.,A
https://revista.dgt.es/Galerias/test/N-268/Test-268-P06-250x226.jpg,"6. En las intersecciones señalizadas, ¿cuál es la norma general que prevalece?",A.Cumplir lo que la señal indica.,B.Ceder el paso siempre a la derecha.,C.Abstenerse del cumplimiento de la señalización.,A
https://revista.dgt.es/Galerias/test/N-268/Test-268-P07-250x226.jpg,"7. Si toma analgésicos narcóticos para tratar algún dolor intenso, lo más aconsejable es…","A.conducir con normalidad, ya que no tienen efectos secundarios.","B.conducir sólo de noche, ya que sus efectos secundarios son menores.",C.no conducir durante el tratamiento.,C
https://revista.dgt.es/Galerias/test/N-268/Test-268-P08-250x226.jpg,"8. Respecto a la velocidad anormalmente reducida, ¿a qué velocidad mínima, salvo causa justificada, deberá circular una pick-up por una autovía?",A.60 km/h.,B.55 km/h.,C.70 km/h.,A
https://revista.dgt.es/Galerias/test/N-268/Test-268-P09-250x226.jpg,9. Al circular marcha atrás debe tener en cuenta que…,A.no debe recorrer más de 10 metros.,"B.debe hacerlo con precaución, ya que pueden pasar personas por detrás del vehículo.",C.tiene prioridad sobre los peatones.,B
https://revista.dgt.es/Galerias/test/N-268/Test-268-P10-250x226.jpg,"10. Si un conductor se niega a realizar las pruebas de detección alcohólica, los agentes de tráfico, ¿pueden inmovilizar su vehículo?",A.Solo si presenta síntomas evidentes de haber consumido alcohol.,B.No.,"C.Sí, y además está cometiendo un delito.",C
https://revista.dgt.es/Galerias/test/N-268/Test-268-P11-250x226.jpg,11. ¿Puede trasportar una carga indivisible que por sus dimensiones sobresalga lateralmente de la proyección en planta de una motocicleta?,"A.Sí, ya que, aunque sobresalga más de 1 metro no compromete su estabilidad.","B.No, ya que dicha carga solamente puede sobresalir por la parte anterior y posterior.","C.Sí, siempre que no sobresalga más de 0,50 metros por cada lado de su eje longitudinal.",C
https://revista.dgt.es/Galerias/test/N-268/Test-268-P12-250x226.jpg,"12. Si conduce una motocicleta y hay niebla ligera, ¿qué alumbrado debe utilizar, además del de posición?","A.La luz antiniebla delantera, si la lleva, o la luz de corto o largo alcance.","B.La luz antiniebla delantera y trasera, si las lleva, y la luz de corto alcance.","C.La luz antiniebla trasera, si la lleva, y la luz de largo alcance.",A
https://revista.dgt.es/Galerias/test/N-268/Test-268-P13-250x226.jpg,"13. La línea discontinua, ¿qué indica?",A.Un carril especial.,B.La cercanía a una línea longitudinal continua.,C.Un carril reversible.,A
https://revista.dgt.es/Galerias/test/N-268/Test-268-P14-250x226.jpg,"14. Buscar una dirección en el navegador GPS durante la conducción, ¿puede ser peligroso?",A.Solo si el navegador GPS se encuentra muy alejado del asiento del conductor.,"B.No, porque ayuda a conducir con mayor seguridad.","C.Sí, porque el conductor se distrae.",C
https://revista.dgt.es/Galerias/test/N-269/Test-269-P01-250x226.jpg,"1. Una vez termine de adelantar el vehículo verde, ¿puede seguir circulando por el carril izquierdo?","A.No, debe circular por el carril derecho.","B.No, porque por el segundo carril sólo se puede circular para adelantar.","C.Sí, porque en autopista se puede circular por cualquier carril.",A
https://revista.dgt.es/Galerias/test/N-269/Test-269-P02-250x226.jpg,"2. En general, un conductor que sufre un trastorno depresivo…",A.sufre distracciones.,B.comete menos errores a la hora de tomar decisiones.,C.es más inseguro al volante.,C
https://revista.dgt.es/Galerias/test/N-269/Test-269-P03-250x226.jpg,"3. En caso de accidente, ¿existe relación entre la velocidad de circulación y la gravedad de las lesiones de los ocupantes de un vehículo?",A.Sí; a mayor velocidad menor es la probabilidad de sufrir lesiones graves.,B.Sí; a mayor velocidad mayor es la probabilidad de sufrir lesiones graves.,C.No; la gravedad de las lesiones depende sólo de los sistemas de seguridad pasiva.,B
https://revista.dgt.es/Galerias/test/N-269/Test-269-P04-250x226.jpg,"4. Un conductor se encuentra situado en el carril derecho de esta calzada, ¿puede seguir de frente?",A.Sí; puede girar a la derecha o continuar de frente.,"B.Sí, porque no existe una señal vertical que prohíba seguir de frente.","C.No, está obligado a girar a la derecha.",C
https://revista.dgt.es/Galerias/test/N-269/Test-269-P05-250x226.jpg,"5. En un turismo con cinco plazas autorizadas, ¿se puede transportar a seis personas?","A.No, está prohibido.","B.Sí, siempre que no se supere la masa máxima autorizada.","C.Sólo si uno de los ocupantes, al menos, es menor de 14 años.",A
https://revista.dgt.es/Galerias/test/N-269/Test-269-P06-250x226.jpg,"6. El sueño y la fatiga, ¿cómo influyen en la conducción?",A.Disminuyen el tiempo de reacción.,B.Aumentan la capacidad de reacción.,C.Aumentan la distancia de reacción.,C
https://revista.dgt.es/Galerias/test/N-269/Test-269-P07-250x226.jpg,"7. Si se ve implicado en un accidente de tráfico con posibilidad de muertos o heridos graves, ¿qué actuaciones, entre otras, debe llevar a cabo en la medida de lo posible?","A.Seguir circulando, sin prestar ayuda a las víctimas ni avisar a la autoridad.","B.Detener el vehículo sin crear peligro, avisar a la autoridad o sus agentes y auxiliar a los heridos.","C.Detenerse, borrar las huellas del accidente y cambiar de sitio a los heridos y vehículos.",B
https://revista.dgt.es/Galerias/test/N-269/Test-269-P08-250x226.jpg,"8. Cuando son víctimas de atropello, las lesiones más graves en los ciclistas, que pueden incluso provocar la muerte, se localizan en…",A.las piernas.,B.la cabeza.,C.las manos.,B
https://revista.dgt.es/Galerias/test/N-269/Test-269-P09-250x226.jpg,"9. En esta carretera convencional con arcén transitable, ¿por dónde debe circular un ciclomotor?",A.Por el centro de la calzada o por el arcén de la derecha.,"B.Por la calzada, lo más cerca posible del borde derecho.",C.Por el arcén de la derecha.,C
https://revista.dgt.es/Galerias/test/N-269/Test-269-P10-250x226.jpg,"10. En un control preventivo, ¿pueden los agentes someter a un conductor a una prueba de detección de estupefacientes?",A.Sí.,B.Sólo si está implicado en un accidente.,C.No; es una prueba que sólo se puede realizar en un centro médico.,A
https://revista.dgt.es/Galerias/test/N-269/Test-269-P11-250x226.jpg,11. Circula por una calzada en la que debido a la niebla el pavimento está húmedo y resbaladizo. ¿Cómo debe ser la conducción?,"A.Dinámica y, a una velocidad alta para evitar que las ruedas patinen.","B.Suave, sin movimientos bruscos, aumentando la distancia de seguridad, además de reducir la velocidad.","C.Igual que cuando la calzada está seca, ya que los neumáticos no pierden adherencia.",B
https://revista.dgt.es/Galerias/test/N-269/Test-269-P12-250x226.jpg,"12. En esta zona cebreada, ¿pueden los conductores circular o pararse sobre ella?","A.Pararse sí pueden, pero circular está prohibido.","B.Sí, todos los conductores pueden tanto pararse como circular sobre ella.","C.No, no pueden ni circular ni pararse sobre ella.",C
https://revista.dgt.es/Galerias/test/N-269/Test-269-P13-250x226.jpg,"13. En poblado, ¿está permitido usar las advertencias acústicas?","A.Sí, para evitar un accidente o avisar a los demás usuarios de que se realiza un servicio de urgencia.","B.Sí, exclusivamente para evitar un accidente.",C.No.,A
https://revista.dgt.es/Galerias/test/N-269/Test-269-P14-250x226.jpg,14. Conduce un turismo con un remolque de un solo eje. ¿Le afecta esta señal?,A.No.,"B.Sí, porque lleva un remolque de un eje.","C.No, salvo que la M.M.A. del remolque supere la cifra indicada en la señal.",A
https://revista.dgt.es/Galerias/test/N-270/Test-270-P01-250x226.jpg,"1. El consumo de alcohol, aunque sea en pequeñas cantidades...",A.no deteriora la capacidad para conducir.,B.deteriora la capacidad para conducir.,C.deteriora la capacidad para conducir sólo si se mezcla con alguna droga ilegal.,B
https://revista.dgt.es/Galerias/test/N-270/Test-270-P02-250x226.jpg,"2. Una persona mayor de edad, ¿puede transportar a un pasajero en una bicicleta que, por construcción, no pueda ser ocupada por más de una persona?",A.Sólo si el conductor pedalea levantado y el pasajero va sentado en el sillín.,"B.Sí, a un menor de hasta siete años en un asiento adicional homologado.","C.No, está prohibido.",B
https://revista.dgt.es/Galerias/test/N-270/Test-270-P03-250x226.jpg,"3. Delante de un vado, esta señal prohíbe…",A.la parada y el estacionamiento.,B.únicamente la parada.,C.solamente el estacionamiento.,C
https://revista.dgt.es/Galerias/test/N-270/Test-270-P04-250x226.jpg,"4. A falta de señalización, ¿cuál es la velocidad máxima permitida para una furgoneta cuando circule por una autovía que discurra dentro de poblado?",A.80 km/h.,B.100 km/h.,C.90 km/h.,A
https://revista.dgt.es/Galerias/test/N-270/Test-270-P05-250x226.jpg,5. Los menores de edad de estatura igual o inferior a 135 centímetros deberán utilizar sistemas de retención infantil homologados debidamente adaptados a...,A.su talla y edad.,B.su edad y peso.,C.su talla y peso.,C
https://revista.dgt.es/Galerias/test/N-270/Test-270-P06-250x226.jpg,"6. En un carril reservado para uso exclusivo del transporte público urbano, ¿se puede estacionar?",A.Sólo fuera del horario de servicio.,B.No.,"C.Sí, se puede parar y estacionar.",B
https://revista.dgt.es/Galerias/test/N-270/Test-270-P07-250x226.jpg,"7. Para los conductores y pasajeros de motocicletas, ¿tiene importancia el vestuario a utilizar?","A.No, es indiferente siempre que lleven el casco.","B.No, porque no aporta nada a la seguridad.","C.Sí, es fundamental porque el cuerpo está directamente expuesto a las inclemencias del tiempo.",C
https://revista.dgt.es/Galerias/test/N-270/Test-270-P08-250x226.jpg,8. ¿Es posible ahorrar combustible evitando cambios de marcha innecesarios?,A.Sí.,"B.No, en ningún vaso.",C.Depende de si el vehículo tiene motor diésel o de gasolina.,A
